0,0,0,0,0,7,27,75,174,267,174,105,89,100,138,66,45,11,2,0,0,0,0,0
0,0,0,0,0,1,15,35,55,72,85,93,154,149,198,204,93,56,20,0,0,0,0,0
0,0,0,0,0,9,25,117,200,231,261,312,309,288,250,198,90,21,5,0,0,0,0,0
0,0,0,0,6,24,62,68,168,231,267,313,267,279,230,133,86,70,10,1,0,0,0,0
0,0,0,0,0,9,57,153,203,234,281,296,311,273,193,174,124,33,4,0,0,0,0,0
